record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by
ATT0011545,09-Apr-2025,S0050,3,135,107,1,
ATT0004464,06-Jul-2025,0551,9,211,211,,
ATT0011200,28.06.2025,0295,IV,127,94,True,Clerk
ATT0006406,2026-02-07,sch0251,5,110,76,haan,HM
ATT0014002,08-16-2025,sch0069,II,52,44,True,Admin
ATT0010561,04-07-2025,0309,3,274,214,Nahi,Headmaster
ATT0017411,12-Apr-2025,sch0236,4,212,146,Hai,Admin
ATT0005044,04.01.2026,SCH-0092,10,248,235,Working,HM
ATT0006914,25/06/2025,0308,I,283,181,True,HM
ATT0010118,09-Oct-2025,SCH0518,II,76,54,True,Class Teacher
ATT0013406,23/04/2025,SCH0295,1,175,117,haan,HM
ATT0002715,2025-11-01,0170,IV,96,91,True,HM
ATT0007756,10/03/2026,SCH0384,9,262,241,Haan,
ATT0011582,15.07.2025,sch0465,II,64,59,Available,HM
ATT0017873,10-13-2025,sch_0310,2,156,93,True,
ATT0019426,2025/05/12,S0578,10,184,136,True,Class Teacher
ATT0009350,12/09/2025,SCH0117,I,266,182,1,Headmaster
ATT0019161,29.05.2025,SCH0177,I,119,95,True,Headmaster
ATT0015139,2025-09-11,sch_0037,2,260,161,True,Clerk
ATT0005002,02/12/2025,SCH0509,3,121,113,Y,HM
ATT0006889,2025-10-10,SCH-0336,I,259,160,Working,Class Teacher
ATT0017025,2025-06-06,SCH0321,V,216,188,True,Class Teacher
ATT0005208,08-16-2025,SCH0235,3,54,47,True,Headmaster
ATT0014641,12.05.2025,SCH0268,III,107,64,N,HM
ATT0006247,25.08.2025,SCH0110,5,180,121,True,Admin
ATT0004025,16.09.2025,SCH0077,1,99,72,Working,
ATT0006686,2025-09-15,SCH0067,III,205,162,True,Headmaster
ATT0015875,10-29-2025,SCH0267,6,96,65,Working,Clerk
ATT0015750,2025-12-18,SCH-0086,V,65,49,Yes,Clerk
,2025-12-03,SCH0483,8,222,138,True,Headmaster
ATT0016427,24/06/2025,SCH-0558,7,163,169,False,Admin
ATT0008887,2026/01/12,SCH0127,7,174,149,0,Headmaster
ATT0013727,20/04/2025,sch_0486,6,254,182,Y,Headmaster
ATT0014255,2025-09-05,SCH0381,7,49,45,False,Headmaster
ATT0018493,02.10.2025,SCH-0155,8,253,228,True,HM
ATT0018903,2025-09-14,sch0187,9,289,289,True,Admin
ATT0016984,2025-07-13,S0027,IV,161,161,True,
ATT0006271,23.01.2026,SCH0082,I,177,127,Working,Admin
ATT0003166,15/04/2025,0459,8,217,217,1,HM
ATT0008442,07.07.2025,SCH0126,I,98,65,True,Headmaster
ATT0011675,04-Nov-2025,sch0228,II,293,193,1,Admin
ATT0009619,18.08.2025,SCH0298,IV,86,60,Haan,Class Teacher
ATT0001769,23.11.2025,sch_0271,1,250,250,True,
ATT0003208,2026/01/10,SCH-0388,1,76,67,True,Class Teacher
ATT0019518,2026-02-12,S0556,IV,298,252,Yes,Class Teacher
ATT0011688,03-07-2026,SCH0425,5,114,72,True,
ATT0011821,01.01.2026,SCH-0243,3,67,45,True,Class Teacher
ATT0014908,07-13-2025,SCH0276,10,55,53,H,Class Teacher
ATT0002327,08-18-2025,SCH0390,8,184,161,True,HM
ATT0010511,2025-10-03,SCH0054,10,300,224,Nahi,Headmaster
ATT0013745,04-Jul-2025,sch_0226,6,178,169,True,HM
ATT0015488,03-May-2025,sch_0132,II,289,248,H,
ATT0013050,06.03.2026,SCH0539,1,188,161,True,Headmaster
ATT0019900,2026/01/30,S0432,IV,135,92,0,
ATT0012579,23/03/2026,sch_0283,6,137,114,True,Clerk
ATT0016862,2025/12/01,SCH0504,9,272,193,Hai,HM
ATT0002517,12-02-2025,SCH0144,3,141,91,haan,HM
ATT0000641,06-09-2025,SCH-0062,6,141,141,True,HM
ATT0008638,25/06/2025,sch_0528,II,197,172,Yes,Class Teacher
ATT0012629,2026-01-07,sch0351,III,279,264,True,Clerk
ATT0000829,04-Sep-2025,SCH0571,7,168,145,True,Admin
ATT0008704,2025/06/07,sch_0260,6,151,142,na,
ATT0005199,2026/03/27,SCH0019,3,259,247,True,Headmaster
ATT0005747,2025-10-01,sch0168,I,211,140,False,Headmaster
ATT0003586,2025/06/15,sch_0163,I,113,108,Yes,
ATT0010105,19/03/2026,sch_0599,I,247,210,Broken,HM
ATT0006849,10-16-2025,SCH0065,2,81,69,True,Headmaster
ATT0013567,2026/01/07,sch_0263,IV,216,137,True,Class Teacher
ATT0012262,2025/06/26,SCH0442,IV,146,125,H,Headmaster
ATT0010549,01/02/2026,SCH-0156,4,214,214,True,Class Teacher
ATT0000912,19.10.2025,sch_0171,II,241,241,haan,HM
ATT0016865,09-Nov-2025,SCH0041,III,223,223,True,
ATT0017981,2025-11-24,SCH0301,9,83,65,True,Class Teacher
ATT0010926,2025/07/03,SCH0105,1,188,116,True,HM
ATT0019925,09-29-2025,SCH-0536,5,293,190,Working,Admin
,26-Aug-2025,SCH-0091,1,59,47,Y,Class Teacher
ATT0003887,10-Dec-2025,SCH0025,V,63,60,True,
ATT0015767,12-Oct-2025,sch_0189,5,225,225,True,Clerk
ATT0011722,09.01.2026,SCH0476,7,79,74,False,
ATT0013983,19-Apr-2025,SCH0399,III,84,84,True,
ATT0013145,20/12/2025,sch_0175,10,206,199,False,Clerk
ATT0018644,11-14-2025,sch_0211,1,46,28,,Clerk
ATT0009741,08-21-2025,sch_0579,IV,51,41,Available,Clerk
ATT0002394,2025-11-25,S0585,9,141,131,Yes,HM
ATT0002880,03/10/2025,SCH0379,2,41,29,1,Clerk
ATT0009321,04.05.2025,sch_0520,10,189,189,True,
ATT0016293,10-May-2025,SCH0492,5,141,115,Yes,HM
ATT0018899,2025/06/06,S0376,8,286,204,,Headmaster
ATT0014239,10-Aug-2025,SCH0419,5,44,44,True,
ATT0005961,18.06.2025,0552,7,52,47,1,
ATT0007650,2025-05-11,S0476,I,91,57,False,Headmaster
ATT0006429,01-12-2026,SCH0195,II,141,121,Yes,Clerk
ATT0016784,2025-10-04,SCH0418,5,287,243,Haan,Headmaster
ATT0019050,2025-10-15,S0039,9,283,205,True,HM
ATT0017005,14-May-2025,SCH0197,III,92,58,Yes,Admin
ATT0011278,19-Oct-2025,sch0099,9,53,53,True,Admin
ATT0004541,2025-05-13,SCH0142,2,45,31,1,HM
ATT0009842,14-May-2025,SCH0296,3,130,93,haan,Clerk
ATT0003504,01-14-2026,SCH0222,7,244,204,True,
ATT0017781,08-26-2025,SCH0181,IV,130,100,True,
ATT0006463,30-Aug-2025,0210,8,242,231,Yes,HM
ATT0004294,2025-06-28,SCH0530,9,257,191,True,Admin
ATT0000937,2026/03/26,sch0173,4,144,103,Nahi,Class Teacher
ATT0004697,13/11/2025,SCH0360,9,96,75,haan,
ATT0004259,22/02/2026,SCH-0086,I,300,213,True,Clerk
ATT0016111,04.05.2025,S0185,5,227,227,Available,
ATT0010028,25/08/2025,SCH-0083,1,54,44,True,Clerk
ATT0004829,2025/04/21,SCH0446,I,136,145,False,
ATT0010871,2025-09-23,SCH0517,3,178,155,True,Headmaster
ATT0005352,03/12/2025,SCH0456,4,233,148,True,Class Teacher
ATT0018297,2025-07-27,SCH0137,6,156,142,True,Headmaster
ATT0002054,2025/08/01,sch_0036,7,157,146,True,HM
ATT0008427,2025-04-13,SCH0068,8,141,141,,HM
ATT0010111,04-20-2025,SCH0301,10,259,214,True,Headmaster
ATT0002027,15/10/2025,sch0158,10,185,140,Yes,Clerk
ATT0016845,08-Jul-2025,SCH0263,9,149,141,,Admin
ATT0010194,01/10/2025,SCH0434,9,77,67,N,Headmaster
ATT0016440,11-Oct-2025,sch_0017,II,160,142,1,Headmaster
ATT0016321,12-Jul-2025,SCH0083,8,204,153,True,Headmaster
ATT0014277,2025-06-17,SCH0050,6,260,218,False,Class Teacher
ATT0001963,26/12/2025,SCH-0588,2,208,201,True,Clerk
ATT0002603,31.08.2025,sch_0528,5,299,197,False,
ATT0003942,11-13-2025,sch_0457,IV,239,149,True,Admin
,16/07/2025,SCH0261,4,286,303,True,
ATT0012488,18/06/2025,SCH0033,3,135,149,Y,Headmaster
ATT0005408,12.02.2026,SCH-0014,I,78,50,True,Clerk
ATT0006706,2025-04-22,0307,6,59,55,Y,HM
ATT0001053,18.03.2026,SCH0410,2,126,105,True,
ATT0011849,09-13-2025,sch_0447,IV,254,259,False,Headmaster
ATT0012448,05/12/2025,SCH-0237,V,69,54,haan,
ATT0011418,13.10.2025,sch0570,10,281,254,True,Class Teacher
ATT0010710,23/03/2026,SCH0017,8,293,206,False,Headmaster
ATT0011220,2025-05-31,SCH-0060,V,166,134,True,HM
ATT0016552,07/12/2025,SCH0529,III,272,291,True,Admin
ATT0011533,14.07.2025,SCH0409,II,259,217,H,HM
ATT0010317,2025/10/01,sch0398,1,140,128,haan,
ATT0001428,2025-08-23,SCH-0265,9,80,50,True,Clerk
ATT0008583,30-Jul-2025,S0208,8,296,207,,Headmaster
ATT0009241,11.06.2025,0573,II,150,111,True,Headmaster
ATT0006516,2025-07-27,SCH0277,III,237,237,Haan,Headmaster
ATT0006947,16/01/2026,SCH0329,I,95,59,1,Headmaster
ATT0010302,07-04-2025,SCH-0137,II,150,129,Haan,Clerk
ATT0009537,09-Jul-2025,sch0188,III,88,70,True,Class Teacher
ATT0009076,10-Feb-2026,sch_0347,6,45,37,True,Headmaster
ATT0002782,2026/03/12,S0062,9,287,226,True,Admin
ATT0002849,25.11.2025,S0186,5,152,165,Working,Clerk
ATT0000352,07-20-2025,SCH0449,5,122,96,False,Clerk
ATT0007489,21.06.2025,SCH0446,7,59,40,True,Class Teacher
ATT0014279,2025-11-18,SCH0134,4,200,175,True,HM
ATT0004105,2025-08-15,sch_0488,5,213,188,H,
ATT0000813,07-Jan-2026,SCH0565,V,80,72,,Admin
ATT0016971,23/12/2025,SCH0555,10,97,72,True,Class Teacher
ATT0001731,2026-02-10,sch0202,2,157,97,Y,
ATT0004388,29-Dec-2025,sch_0185,8,231,155,True,HM
ATT0000504,01/04/2025,S0120,4,79,74,Working,HM
ATT0012674,08-29-2025,0235,10,185,123,Yes,Headmaster
ATT0018384,04-Feb-2026,SCH-0115,II,237,218,True,
ATT0007874,03-27-2026,SCH0397,5,85,52,True,Clerk
ATT0007714,28-Jan-2026,sch_0454,5,287,243,H,HM
ATT0004060,2025/06/21,SCH0051,10,201,183,H,Clerk
ATT0004875,2025-05-15,SCH-0327,V,260,182,Yes,Clerk
ATT0007673,12-20-2025,SCH-0460,I,73,51,Hai,Class Teacher
ATT0006726,12-14-2025,SCH0202,9,179,126,True,Admin
ATT0000120,21.10.2025,sch0279,5,160,102,True,Admin
ATT0009326,21/03/2026,SCH0134,7,191,136,True,HM
ATT0014420,2025-05-07,SCH-0536,II,132,107,True,
ATT0005305,2026/03/30,SCH0111,3,96,58,haan,
ATT0014299,2026-02-07,SCH0111,9,126,80,Haan,
ATT0004773,2026-01-01,SCH0490,I,234,155,H,
ATT0009771,14-Jan-2026,SCH0394,3,232,179,Available,HM
ATT0010813,2025/08/02,sch_0574,8,84,57,True,
ATT0004979,07.05.2025,sch_0141,4,239,152,Yes,HM
ATT0004510,05-06-2025,SCH0361,1,163,132,haan,Class Teacher
ATT0010091,09-08-2025,SCH-0226,V,290,199,haan,HM
ATT0007153,2025/11/05,SCH0417,10,239,258,True,Clerk
ATT0010916,2025-04-20,SCH-0002,10,222,206,True,Class Teacher
ATT0017755,12-11-2025,SCH-0509,5,77,60,Haan,Headmaster
ATT0013916,31.08.2025,0593,4,141,95,Haan,
ATT0009406,2025/09/11,SCH-0484,6,71,48,,Admin
ATT0001969,03-08-2026,SCH-0540,III,96,84,Hai,Clerk
ATT0003144,2025/09/24,S0250,2,89,84,True,Class Teacher
ATT0000209,2026-02-21,SCH0521,10,171,125,True,Admin
ATT0013549,13.04.2025,SCH0229,II,111,129,na,Admin
ATT0002271,06/06/2025,sch_0539,7,134,106,True,Clerk
ATT0008589,06-11-2025,SCH0486,1,162,100,True,
ATT0002699,18/09/2025,SCH-0512,V,179,171,Available,Class Teacher
ATT0007773,01-26-2026,SCH0001,7,147,137,True,Class Teacher
ATT0001053,18.03.2026,SCH0410,2,126,105,True,
ATT0000961,27/10/2025,0086,5,92,63,Yes,Admin
ATT0014569,2026/02/03,sch_0084,6,55,37,Hai,Admin
ATT0013805,16.11.2025,sch_0415,4,86,52,True,
ATT0006114,07/12/2025,SCH0016,4,195,195,True,Headmaster
ATT0012020,18/05/2025,SCH0510,III,179,179,1,Headmaster
ATT0002947,11.11.2025,0469,I,294,205,True,Admin
ATT0015562,2025-05-14,S0477,7,135,109,Hai,Admin
ATT0002617,30/05/2025,SCH0071,3,152,103,True,Clerk
ATT0005764,2025-05-02,SCH0313,5,44,29,Hai,Admin
ATT0003533,2025-06-24,SCH0291,I,147,114,Hai,HM
ATT0003422,2026-03-09,SCH-0103,9,270,262,True,Admin
ATT0016303,10-28-2025,SCH-0336,5,237,209,1,HM
ATT0007334,11-12-2025,SCH-0106,V,247,169,False,Admin
,08/07/2025,sch_0062,4,149,113,H,Headmaster
ATT0014030,2025-12-24,sch0413,8,177,128,1,Clerk
ATT0012187,18.12.2025,sch0310,IV,89,76,H,
ATT0005118,04-Mar-2026,SCH0470,3,284,186,Hai,Headmaster
ATT0010435,06-26-2025,SCH0141,2,259,162,True,
ATT0002091,2025-11-04,SCH0485,IV,67,48,False,Class Teacher
ATT0005161,2025-11-07,SCH0016,7,156,121,True,Headmaster
ATT0011624,2025/09/29,SCH-0528,5,66,61,True,Headmaster
ATT0004955,2025-08-03,0366,10,254,248,True,Headmaster
ATT0017196,2025-09-11,S0502,10,296,231,Available,HM
ATT0015225,14.10.2025,SCH0069,10,292,241,Haan,Class Teacher
ATT0009996,2026/01/04,sch0433,II,95,105,True,HM
ATT0009812,26.07.2025,sch0253,9,220,143,Yes,Class Teacher
ATT0002421,2025-11-05,S0395,3,165,107,haan,Admin
ATT0014993,04-Feb-2026,sch_0122,I,281,196,True,
ATT0010433,08/04/2025,SCH0530,III,111,74,Yes,Admin
ATT0015631,26.02.2026,sch0527,6,250,201,True,
ATT0001347,13/11/2025,SCH0255,2,276,232,True,HM
ATT0017883,2025/11/01,SCH0283,IV,44,31,True,Headmaster
ATT0011045,19/08/2025,sch0421,10,73,56,True,Clerk
ATT0014236,2026/03/17,sch_0167,I,221,211,Yes,
ATT0013009,2026-01-18,0101,9,285,285,Yes,
ATT0008658,24.08.2025,sch0177,2,247,233,No,Headmaster
ATT0004936,20.04.2025,SCH0205,IV,139,132,False,Class Teacher
ATT0008142,2026/03/13,SCH0332,6,185,158,Haan,Clerk
ATT0010663,14/10/2025,sch0592,2,282,213,False,Clerk
ATT0012823,2025/05/05,SCH-0004,3,92,74,True,Clerk
ATT0002755,12/04/2025,sch0352,7,115,112,False,Headmaster
ATT0013822,30-Oct-2025,sch_0270,1,61,49,Functional,Class Teacher
ATT0007564,08-15-2025,sch_0511,V,164,118,True,Admin
ATT0018380,11-24-2025,S0584,IV,77,55,Available,Clerk
ATT0010225,27/09/2025,sch_0478,IV,87,78,,Clerk
ATT0006456,2026-01-17,SCH0239,10,291,180,Y,
ATT0001979,2026-01-03,SCH0586,10,299,192,0,
ATT0018099,07/11/2025,sch0549,IV,155,124,Haan,Clerk
ATT0014579,16-Feb-2026,sch0108,III,271,271,True,Admin
ATT0017580,11-27-2025,SCH0014,7,255,164,,Admin
ATT0011721,02-16-2026,0274,6,214,205,True,HM
ATT0000324,03-Sep-2025,sch0582,5,191,166,Yes,Class Teacher
ATT0016084,02.07.2025,sch0028,III,92,67,Nahi hai,Clerk
ATT0001720,2025/09/26,SCH0183,8,127,81,True,HM
ATT0006979,03/06/2025,SCH-0170,3,266,253,Hai,Clerk
ATT0014162,27.12.2025,SCH0244,6,214,182,Working,Clerk
ATT0019967,06.07.2025,sch_0566,10,206,206,True,Admin
ATT0016177,2025-09-02,SCH0341,1,292,204,Y,Admin
ATT0005916,23-Dec-2025,sch_0300,6,248,248,True,Admin
ATT0007357,29.10.2025,SCH0253,I,98,98,Yes,
ATT0015596,06.02.2026,SCH0208,4,126,87,True,Class Teacher
ATT0009631,01-01-2026,sch_0096,IV,158,133,True,
ATT0007982,10/08/2025,SCH0353,4,148,95,H,Admin
ATT0016760,2026-03-27,SCH-0242,9,133,103,Nahi,Admin
ATT0013979,12-27-2025,sch_0430,7,139,134,True,Headmaster
ATT0012300,2025-04-01,SCH0062,7,249,239,Y,Headmaster
ATT0003143,13-Apr-2025,SCH-0018,1,99,99,True,HM
ATT0017519,22.08.2025,SCH-0172,I,106,101,Haan,
ATT0010323,09-02-2025,SCH0585,5,166,115,Working,HM
ATT0017264,2025-09-04,SCH0573,7,218,173,Working,Clerk
ATT0007474,07-19-2025,0286,1,59,71,True,Clerk
ATT0005077,2026-01-11,SCH0422,V,66,66,1,
ATT0006663,02/08/2025,SCH-0197,II,171,102,True,HM
ATT0019142,14/04/2025,SCH-0451,II,83,63,True,Clerk
ATT0005450,2025/11/20,sch0555,1,70,66,Haan,
ATT0004740,27-Apr-2025,SCH0008,5,81,63,Hai,
ATT0014095,2025-04-20,SCH0021,2,259,172,Nahi,Admin
ATT0007543,24/06/2025,S0024,3,145,88,Broken,Headmaster
ATT0001806,02-Feb-2026,sch_0085,5,297,257,Working,HM
ATT0011861,05/10/2025,SCH-0040,IV,155,155,1,Class Teacher
,30/09/2025,S0538,6,184,110,1,Admin
ATT0000804,30-Sep-2025,0453,III,220,146,Working,Headmaster
ATT0010613,31.03.2026,SCH0163,10,239,186,Not Available,
ATT0011256,2025/12/07,S0483,5,101,77,True,HM
ATT0015683,10/07/2025,SCH0346,V,108,100,Y,Headmaster
ATT0010744,22/12/2025,S0202,10,174,135,Y,Admin
ATT0010429,2025/07/14,SCH0162,8,117,102,Functional,HM
ATT0001291,07-Jan-2026,S0540,9,115,89,True,HM
ATT0014534,2026/01/24,sch_0172,9,158,100,False,Clerk
ATT0010449,25/07/2025,SCH0219,6,161,138,True,
ATT0012898,2025-12-06,SCH-0347,IV,143,105,True,Admin
ATT0008987,30.09.2025,SCH0319,7,105,93,,
ATT0004573,2025/04/10,SCH0055,7,176,138,Nahi hai,HM
ATT0002154,11/01/2026,sch0262,7,286,234,0,HM
ATT0007628,12.10.2025,SCH-0040,III,115,105,True,Admin
ATT0012054,04/04/2025,SCH0220,1,171,153,Yes,Headmaster
ATT0003512,10-10-2025,SCH0021,I,145,111,Functional,
ATT0017094,07.11.2025,sch_0455,10,117,91,True,Headmaster
ATT0007976,05.01.2026,SCH0111,2,90,54,True,HM
ATT0000035,02.06.2025,sch0365,II,84,77,True,Class Teacher
ATT0003101,05/07/2025,S0313,10,46,42,,Clerk
ATT0016824,2025-09-16,SCH0145,5,266,248,H,
ATT0009424,16-Apr-2025,S0476,6,236,149,Available,Headmaster
ATT0016523,12-Feb-2026,S0426,4,251,159,H,Class Teacher
ATT0008441,20/08/2025,sch0543,1,189,194,1,HM
ATT0004032,2025/08/06,S0125,8,289,246,Haan,Headmaster
ATT0018951,01-14-2026,S0373,8,203,178,1,Admin
ATT0016658,2026-02-17,sch0550,II,203,134,True,Clerk
ATT0006063,05-26-2025,SCH-0556,IV,176,118,Y,HM
ATT0000972,27-Jun-2025,SCH0400,IV,85,64,True,HM
ATT0001636,2026/02/07,sch0123,I,160,107,1,Admin
ATT0018036,04-May-2025,SCH0040,7,177,177,True,
ATT0012464,2025-06-01,S0518,9,74,74,Y,Clerk
ATT0009979,05-Mar-2026,sch0165,7,254,230,Functional,Class Teacher
ATT0015549,20/09/2025,SCH-0272,II,298,268,False,Clerk
ATT0003972,31/08/2025,sch0551,6,77,77,True,
ATT0017640,19-Oct-2025,0234,1,198,131,haan,Clerk
ATT0012832,24/09/2025,SCH0075,V,173,105,Working,Admin
ATT0018657,2025-05-21,SCH0500,9,105,119,Haan,Headmaster
ATT0011025,06/12/2025,SCH0234,10,161,111,Kharab,HM
ATT0008869,28.09.2025,SCH0118,IV,289,289,True,Admin
ATT0016291,14-Sep-2025,SCH-0073,4,239,175,N,Clerk
ATT0005926,2025-12-30,SCH0191,IV,72,64,Haan,HM
ATT0013454,2025-07-18,SCH0115,2,203,168,haan,Clerk
ATT0008695,07-29-2025,sch0567,II,235,219,True,Clerk
ATT0000607,2025/06/11,sch_0288,7,286,260,True,HM
ATT0002622,06-Dec-2025,S0443,6,144,139,True,
ATT0014476,13/12/2025,S0568,V,119,100,True,Class Teacher
ATT0001528,2026-01-06,sch0083,3,113,104,True,
ATT0010529,2026/03/03,0110,I,231,220,H,Clerk
ATT0000219,24.04.2025,sch0183,4,190,171,1,
ATT0019022,02.06.2025,S0501,5,198,159,Hai,Admin
ATT0013054,2026-03-21,sch_0145,10,53,50,True,
ATT0011881,08-Apr-2025,sch0411,II,118,82,Nahi,Class Teacher
ATT0010461,09.11.2025,SCH0061,9,60,49,Working,HM
ATT0010035,2025/12/18,S0469,I,262,165,Hai,Clerk
ATT0016875,11-Nov-2025,SCH0006,I,141,108,False,Clerk
ATT0018199,04-22-2025,SCH0209,6,263,218,Y,Class Teacher
ATT0017711,03-30-2026,sch0554,10,172,139,1,Class Teacher
ATT0003708,22-Jan-2026,sch0418,II,253,189,True,HM
ATT0001513,2025/06/17,SCH0198,V,218,211,,Class Teacher
ATT0014637,12-15-2025,sch0258,IV,111,77,True,Class Teacher
ATT0017973,13.01.2026,SCH-0242,5,44,43,Functional,
ATT0011048,2025-06-17,sch0311,2,295,205,Yes,
ATT0018602,03.11.2025,SCH0337,2,218,163,True,Class Teacher
ATT0004578,24-Feb-2026,S0033,2,289,199,True,Admin
ATT0002798,26-Aug-2025,SCH0061,II,224,176,Yes,HM
ATT0004334,11/08/2025,SCH-0239,6,199,148,True,
ATT0000342,2026-03-23,S0024,IV,233,204,Hai,Class Teacher
ATT0002215,24.04.2025,sch0330,V,89,84,Available,
ATT0019401,30-Jan-2026,sch0302,1,245,169,True,HM
ATT0012171,2025-04-10,SCH-0507,7,251,220,True,HM
ATT0005793,17/05/2025,sch_0538,2,252,158,True,Headmaster
ATT0000439,2025-05-02,0311,7,292,183,False,HM
ATT0014678,14/01/2026,SCH0134,8,116,109,True,
ATT0011728,08-Jun-2025,SCH0509,2,276,240,True,
ATT0011193,01-19-2026,SCH-0017,7,208,169,True,Headmaster
,2025/09/19,SCH0584,V,193,165,True,Admin
ATT0001476,18.11.2025,SCH-0375,7,165,124,True,Headmaster
ATT0012508,16.07.2025,sch_0572,IV,175,161,True,Class Teacher
ATT0019164,2026/02/28,SCH0193,9,291,275,True,Admin
ATT0012957,10-20-2025,SCH-0086,2,297,188,H,Headmaster
ATT0003387,2025-04-14,SCH0526,2,171,140,True,
ATT0003920,10/07/2025,SCH0236,2,144,99,Y,Class Teacher
ATT0015724,05-May-2025,SCH0293,5,186,158,1,Headmaster
ATT0016575,26-Oct-2025,sch_0307,V,67,63,H,Admin
ATT0019189,10-Oct-2025,SCH0133,3,212,201,True,Clerk
ATT0017706,12-Mar-2026,SCH-0385,III,279,270,True,Headmaster
ATT0015137,06/10/2025,SCH-0149,I,187,160,True,
ATT0008843,04/02/2026,SCH0016,I,106,91,True,Headmaster
ATT0006758,2025/09/30,S0085,1,288,183,haan,Class Teacher
ATT0005164,10-10-2025,SCH0528,3,61,53,True,Clerk
ATT0012792,18.05.2025,sch_0068,III,183,183,True,HM
ATT0000697,13-Sep-2025,sch_0427,I,103,63,Available,Clerk
ATT0003287,08/03/2026,SCH-0265,2,112,112,True,
ATT0000521,11-30-2025,sch_0037,10,212,135,na,HM
ATT0014745,2025/08/21,SCH-0215,6,95,84,True,HM
ATT0013311,2025-10-12,SCH-0101,I,66,66,haan,Headmaster
ATT0012825,2025/11/04,SCH0296,6,277,244,Yes,Admin
ATT0013589,05-19-2025,SCH-0282,III,181,126,True,
ATT0014696,26/04/2025,SCH0568,3,288,269,haan,HM
ATT0018984,04-20-2025,sch_0149,II,106,106,True,Clerk
ATT0015740,20.12.2025,sch_0064,10,291,214,True,
ATT0013542,17-Oct-2025,SCH-0042,IV,120,87,True,
ATT0004837,2025-12-05,SCH0495,III,163,99,True,Class Teacher
ATT0009877,2026/03/05,S0048,6,54,44,Y,Class Teacher
ATT0017963,2025-12-27,0191,9,68,49,Working,
ATT0000844,2026-02-19,SCH0388,1,81,71,1,
ATT0000485,2026-03-27,SCH0405,9,220,196,True,Admin
ATT0001202,2026/02/02,SCH0337,5,241,188,True,Headmaster
ATT0010649,2026-01-21,SCH0214,7,227,138,True,HM
ATT0003316,2025-05-12,sch_0383,10,219,228,Kharab,
ATT0009246,30.12.2025,SCH0455,IV,236,182,Functional,
ATT0015629,10/03/2026,SCH0181,6,255,230,1,Class Teacher
ATT0007519,2026/03/13,S0108,V,261,160,0,HM
ATT0008158,28-Feb-2026,sch_0308,II,182,113,Available,Class Teacher
ATT0017715,2025-11-21,sch0048,9,158,121,True,HM
ATT0001982,2025-11-26,SCH0093,5,99,74,False,Headmaster
ATT0003397,2025/07/31,sch_0370,II,90,98,Hai,Headmaster
ATT0001555,2025/05/08,SCH0585,9,166,118,True,Clerk
ATT0009611,2025-06-26,SCH0083,V,116,93,Working,HM
ATT0010698,2026-02-01,S0331,1,157,157,True,HM
ATT0005378,2026/01/28,sch_0174,I,215,210,True,Clerk
ATT0003394,2025-09-10,SCH0267,II,150,96,Working,Headmaster
ATT0001434,21/12/2025,SCH0101,1,64,64,True,Clerk
ATT0010075,2025/07/27,SCH0449,IV,53,53,Haan,
ATT0002790,2025/10/20,SCH-0118,2,265,265,True,
ATT0015507,2025/08/08,sch_0317,V,64,51,True,HM
ATT0006678,2025-10-11,sch0557,III,43,30,,Admin
ATT0010248,2025-08-22,SCH0017,IV,81,73,Yes,HM
ATT0015860,05-22-2025,SCH0427,1,126,98,Nahi hai,HM
,27/04/2025,SCH0028,6,199,133,True,Clerk
ATT0016436,23.05.2025,SCH-0111,I,244,226,Haan,Class Teacher
ATT0012390,2025-05-04,sch0030,6,127,100,Haan,Admin
ATT0017528,02/02/2026,sch_0322,I,215,184,True,Clerk
ATT0008646,05-06-2025,SCH0248,II,271,173,Y,Clerk
ATT0007069,01-20-2026,SCH-0388,I,189,132,True,Clerk
ATT0008150,21-Sep-2025,0213,4,72,49,haan,Headmaster
ATT0000857,05.07.2025,SCH0387,2,157,137,Available,Admin
ATT0006889,2025-10-10,SCH-0336,I,259,160,Working,Class Teacher
ATT0013728,17-Mar-2026,sch_0116,8,252,263,H,Admin
ATT0004193,2025/11/12,SCH0549,II,63,50,True,HM
ATT0005199,2026/03/27,SCH0019,3,259,247,True,Headmaster
ATT0007199,2026/01/26,SCH0297,3,87,60,No,Class Teacher
ATT0013807,2025/04/24,SCH-0141,8,47,33,Hai,Clerk
ATT0015034,17/03/2026,SCH0360,3,182,132,True,Clerk
ATT0004149,2025/07/19,SCH0131,I,220,212,,Clerk
ATT0010064,2026-03-13,sch_0136,7,115,94,False,HM
ATT0010129,06-Jul-2025,SCH0010,8,95,95,1,Class Teacher
ATT0002768,2025-10-03,SCH0134,V,213,131,False,Clerk
ATT0017113,2026-03-07,SCH0247,8,150,141,True,Class Teacher
ATT0005352,03/12/2025,SCH0456,4,233,148,True,Class Teacher
ATT0014164,2025-07-09,S0480,I,94,113,True,Clerk
ATT0019684,11.09.2025,SCH-0454,9,276,215,1,Class Teacher
ATT0009732,14-Mar-2026,SCH-0371,6,80,77,Hai,Headmaster
ATT0004035,05-14-2025,SCH0511,9,135,109,Yes,Class Teacher
ATT0004795,2025-11-19,sch_0386,2,136,115,Haan,Admin
ATT0003223,08/05/2025,SCH-0404,6,95,91,True,HM
ATT0005107,2025-11-13,S0424,I,42,39,Yes,HM
