record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,date_outside_expected_range,date_missing,attendance_invalid,attendance_rate,is_sunday,proxy_attendance,perfect_attendance
ATT0010141,2025-09-04,SCH0546,4,174,152,True,Headmaster,False,False,False,87.36,False,False,False
ATT0019390,2025-09-10,SCH0002,1,255,172,True,HM,False,False,False,67.45,False,False,False
ATT0010040,2025-05-26,SCH0053,10,121,73,True,Admin,False,False,False,60.33,False,False,False
ATT0000721,2025-06-19,SCH0090,4,40,38,True,HM,False,False,False,95.0,False,False,False
ATT0018126,2025-05-01,SCH0075,5,197,151,True,Admin,False,False,False,76.65,False,False,False
ATT0017456,2025-12-15,SCH0415,2,75,69,True,,False,False,False,92.0,False,False,False
ATT0011800,2025-08-12,SCH0118,9,157,113,True,Class Teacher,False,False,False,71.97,False,False,False
ATT0011844,2025-11-14,SCH0266,8,289,181,True,HM,False,False,False,62.63,False,False,False
ATT0019838,2025-06-05,SCH0389,2,185,120,False,Admin,False,False,False,64.86,False,False,False
ATT0000937,2026-03-26,SCH0173,4,144,103,False,Class Teacher,False,False,False,71.53,False,False,False
ATT0002993,2025-09-20,SCH0058,2,94,82,True,Admin,False,False,False,87.23,False,False,False
ATT0003734,2025-05-15,SCH0060,6,259,212,,,False,False,False,81.85,False,False,False
ATT0013532,2026-01-05,SCH0476,8,171,127,True,HM,False,False,False,74.27,False,False,False
ATT0018231,2025-10-27,SCH0223,1,108,103,,Clerk,False,False,False,95.37,False,False,False
ATT0001007,2025-04-17,SCH0121,2,170,121,True,Class Teacher,False,False,False,71.18,False,False,False
ATT0012726,2025-07-08,SCH0291,2,296,256,True,,False,False,False,86.49,False,False,False
ATT0002519,2026-03-10,SCH0496,3,118,78,,Admin,False,False,False,66.1,False,False,False
ATT0003249,2025-05-14,SCH0447,8,299,211,True,,False,False,False,70.57,False,False,False
ATT0011119,2025-05-07,SCH0593,5,239,250,True,Admin,False,False,True,104.6,False,False,False
ATT0015016,2025-11-09,SCH0229,8,153,147,True,Admin,False,False,False,96.08,True,False,False
ATT0013195,2025-09-22,SCH0481,5,223,166,True,,False,False,False,74.44,False,False,False
ATT0008510,2025-07-08,SCH0055,2,168,131,True,HM,False,False,False,77.98,False,False,False
ATT0014945,2025-09-21,SCH0294,2,80,80,True,Clerk,False,False,False,100.0,True,True,True
ATT0008301,2025-06-02,SCH0221,9,123,89,,Clerk,False,False,False,72.36,False,False,False
ATT0005509,2025-06-20,SCH0546,2,55,36,True,Headmaster,False,False,False,65.45,False,False,False
ATT0010121,2025-06-27,SCH0064,1,107,72,,,False,False,False,67.29,False,False,False
ATT0009843,2025-07-26,SCH0428,1,187,177,,Class Teacher,False,False,False,94.65,False,False,False
ATT0016589,2025-04-15,SCH0206,3,60,55,,Headmaster,False,False,False,91.67,False,False,False
ATT0007583,2025-08-12,SCH0007,3,251,216,True,Clerk,False,False,False,86.06,False,False,False
ATT0007639,2025-05-19,SCH0012,8,123,107,,Clerk,False,False,False,86.99,False,False,False
ATT0012458,2025-04-23,SCH0426,6,255,175,True,Admin,False,False,False,68.63,False,False,False
ATT0013665,2025-07-22,SCH0242,5,133,101,True,Headmaster,False,False,False,75.94,False,False,False
ATT0011202,2025-05-31,SCH0331,5,224,198,,Clerk,False,False,False,88.39,False,False,False
ATT0009287,2026-02-12,SCH0201,7,284,303,True,Clerk,False,False,True,106.69,False,False,False
ATT0011437,2025-10-29,SCH0436,5,106,106,True,Class Teacher,False,False,False,100.0,False,False,True
ATT0003486,2025-09-26,SCH0182,1,180,108,True,Headmaster,False,False,False,60.0,False,False,False
ATT0017957,2026-03-23,SCH0030,8,123,119,True,Clerk,False,False,False,96.75,False,False,False
ATT0006904,2026-01-30,SCH0063,4,297,245,,,False,False,False,82.49,False,False,False
ATT0011314,2025-07-02,SCH0424,3,144,113,,Headmaster,False,False,False,78.47,False,False,False
ATT0011727,2025-07-30,SCH0010,5,73,62,True,Admin,False,False,False,84.93,False,False,False
ATT0000483,2025-09-10,SCH0494,5,240,217,True,Admin,False,False,False,90.42,False,False,False
ATT0019638,2026-02-24,SCH0207,2,271,252,True,Class Teacher,False,False,False,92.99,False,False,False
ATT0006085,2026-02-13,SCH0200,8,106,82,True,HM,False,False,False,77.36,False,False,False
ATT0010164,2026-03-10,SCH0480,4,215,180,True,Clerk,False,False,False,83.72,False,False,False
ATT0009876,2025-05-25,SCH0423,8,70,62,,Admin,False,False,False,88.57,True,False,False
ATT0019616,2026-02-27,SCH0149,4,78,54,True,Admin,False,False,False,69.23,False,False,False
ATT0003474,2025-10-12,SCH0278,5,74,74,,Clerk,False,False,False,100.0,True,True,True
ATT0015794,2026-03-17,SCH0128,2,166,155,True,Clerk,False,False,False,93.37,False,False,False
ATT0003012,2025-04-03,SCH0348,1,239,172,True,Headmaster,False,False,False,71.97,False,False,False
ATT0015151,2025-08-22,SCH0333,6,155,113,True,Admin,False,False,False,72.9,False,False,False
,2025-06-17,SCH0084,2,66,54,True,,False,False,False,81.82,False,False,False
ATT0013994,2025-04-27,SCH0546,4,230,230,True,Headmaster,False,False,False,100.0,True,True,True
ATT0003895,2025-07-05,SCH0086,3,261,206,,Admin,False,False,False,78.93,False,False,False
ATT0000539,2026-01-18,SCH0018,5,195,156,True,,False,False,False,80.0,True,False,False
ATT0008539,2025-06-17,SCH0416,5,76,53,False,,False,False,False,69.74,False,False,False
ATT0013296,2025-05-12,SCH0319,6,240,195,True,Admin,False,False,False,81.25,False,False,False
ATT0003795,2025-11-04,SCH0137,2,130,139,,Headmaster,False,False,True,106.92,False,False,False
ATT0019218,2025-01-08,SCH0201,2,129,81,,Admin,True,False,False,62.79,False,False,False
ATT0003482,2025-12-11,SCH0570,7,53,44,True,HM,False,False,False,83.02,False,False,False
ATT0004167,2026-01-23,SCH0180,4,134,99,True,Headmaster,False,False,False,73.88,False,False,False
ATT0010608,2025-06-13,SCH0556,2,256,172,True,,False,False,False,67.19,False,False,False
ATT0014112,2026-01-15,SCH0477,4,265,265,True,HM,False,False,False,100.0,False,False,True
ATT0015504,2025-10-30,SCH0186,4,73,62,True,Class Teacher,False,False,False,84.93,False,False,False
ATT0004485,2025-05-05,SCH0384,4,234,150,True,HM,False,False,False,64.1,False,False,False
ATT0006428,2025-04-21,SCH0338,3,145,152,True,Headmaster,False,False,True,104.83,False,False,False
ATT0010991,2026-03-13,SCH0092,5,134,154,True,,False,False,True,114.93,False,False,False
ATT0009544,2025-09-19,SCH0051,2,110,104,True,Clerk,False,False,False,94.55,False,False,False
ATT0002877,2025-04-27,SCH0512,4,283,259,True,HM,False,False,False,91.52,True,False,False
,2025-07-23,SCH0530,4,73,69,True,Class Teacher,False,False,False,94.52,False,False,False
ATT0015478,2026-03-20,SCH0228,2,239,230,True,Headmaster,False,False,False,96.23,False,False,False
ATT0011145,2026-02-13,SCH0083,3,199,148,True,HM,False,False,False,74.37,False,False,False
ATT0008271,2026-03-21,SCH0376,7,89,68,True,Headmaster,False,False,False,76.4,False,False,False
ATT0002797,2025-05-24,SCH0468,4,105,78,,HM,False,False,False,74.29,False,False,False
ATT0018816,2025-12-31,SCH0268,10,156,156,True,Class Teacher,False,False,False,100.0,False,False,True
,2025-08-20,SCH0586,5,55,45,,HM,False,False,False,81.82,False,False,False
ATT0014530,2025-10-10,SCH0552,4,43,25,False,Class Teacher,False,False,False,58.14,False,False,False
ATT0013913,2025-08-15,SCH0419,4,244,182,True,Class Teacher,False,False,False,74.59,False,False,False
ATT0003911,2025-11-01,SCH0521,9,286,238,True,Admin,False,False,False,83.22,False,False,False
ATT0007331,2025-07-08,SCH0202,5,140,114,True,,False,False,False,81.43,False,False,False
ATT0003499,2025-06-12,SCH0328,1,285,271,,Admin,False,False,False,95.09,False,False,False
ATT0015422,2025-07-02,SCH0201,6,89,64,True,Admin,False,False,False,71.91,False,False,False
ATT0005515,2026-03-17,SCH0511,2,243,166,True,Headmaster,False,False,False,68.31,False,False,False
ATT0018621,2025-05-06,SCH0599,2,286,229,False,Class Teacher,False,False,False,80.07,False,False,False
ATT0002316,2025-11-03,SCH0451,2,144,96,,Headmaster,False,False,False,66.67,False,False,False
,2025-12-10,SCH0220,3,112,85,,Clerk,False,False,False,75.89,False,False,False
ATT0004194,2025-12-13,SCH0486,7,110,89,True,HM,False,False,False,80.91,False,False,False
ATT0008820,2026-02-05,SCH0032,1,72,69,,Class Teacher,False,False,False,95.83,False,False,False
ATT0013348,2025-08-26,SCH0332,2,146,140,True,,False,False,False,95.89,False,False,False
ATT0015692,2025-12-17,SCH0443,6,251,264,,,False,False,True,105.18,False,False,False
ATT0007663,2025-08-11,SCH0149,7,82,55,True,Headmaster,False,False,False,67.07,False,False,False
ATT0002352,2025-12-02,SCH0499,6,103,103,,Headmaster,False,False,False,100.0,False,False,True
ATT0006578,2025-11-23,SCH0423,5,186,186,True,,False,False,False,100.0,True,True,True
ATT0007186,2025-07-06,SCH0146,4,222,142,True,Class Teacher,False,False,False,63.96,True,False,False
ATT0007933,2025-10-27,SCH0460,4,180,114,False,Headmaster,False,False,False,63.33,False,False,False
ATT0016150,2025-12-16,SCH0130,8,151,168,,,False,False,True,111.26,False,False,False
ATT0016551,2026-02-28,SCH0168,1,265,205,,HM,False,False,False,77.36,False,False,False
ATT0017565,2025-11-29,SCH0356,1,266,200,,Class Teacher,False,False,False,75.19,False,False,False
ATT0013189,2025-11-21,SCH0419,4,197,176,True,Clerk,False,False,False,89.34,False,False,False
ATT0017212,2025-11-05,SCH0270,2,222,213,,Headmaster,False,False,False,95.95,False,False,False
ATT0002347,2025-12-12,SCH0066,9,162,120,False,Class Teacher,False,False,False,74.07,False,False,False
ATT0006877,2025-11-16,SCH0334,2,140,87,True,Admin,False,False,False,62.14,True,False,False
ATT0019152,2025-11-09,SCH0146,5,145,103,True,Admin,False,False,False,71.03,True,False,False
ATT0004606,2025-07-25,SCH0176,3,58,38,,,False,False,False,65.52,False,False,False
ATT0004626,2025-11-29,SCH0059,1,84,84,,HM,False,False,False,100.0,False,False,True
ATT0001536,2025-11-10,SCH0243,3,282,236,,Headmaster,False,False,False,83.69,False,False,False
ATT0001730,2026-03-03,SCH0573,2,190,184,True,,False,False,False,96.84,False,False,False
ATT0018882,2025-07-31,SCH0021,1,146,117,True,Clerk,False,False,False,80.14,False,False,False
ATT0006210,2026-03-14,SCH0300,3,289,203,True,Headmaster,False,False,False,70.24,False,False,False
ATT0007409,2026-03-12,SCH0517,10,265,213,True,Admin,False,False,False,80.38,False,False,False
ATT0008538,2026-02-20,SCH0241,8,91,65,True,Class Teacher,False,False,False,71.43,False,False,False
ATT0006260,2025-10-04,SCH0178,3,254,220,True,Clerk,False,False,False,86.61,False,False,False
ATT0018685,2025-05-08,SCH0002,5,109,98,,HM,False,False,False,89.91,False,False,False
ATT0015355,2025-08-23,SCH0274,8,271,232,True,Clerk,False,False,False,85.61,False,False,False
ATT0019846,2025-12-11,SCH0181,2,283,219,True,Admin,False,False,False,77.39,False,False,False
ATT0008356,2025-04-22,SCH0234,7,157,100,True,Class Teacher,False,False,False,63.69,False,False,False
ATT0004046,2026-01-11,SCH0102,2,116,91,,,False,False,False,78.45,True,False,False
ATT0014197,2025-09-19,SCH0516,3,88,67,True,Admin,False,False,False,76.14,False,False,False
ATT0003777,2025-08-22,SCH0275,4,101,73,True,,False,False,False,72.28,False,False,False
ATT0018404,2025-05-09,SCH0394,1,270,182,True,Headmaster,False,False,False,67.41,False,False,False
ATT0018754,2025-09-03,SCH0385,5,233,169,True,Class Teacher,False,False,False,72.53,False,False,False
ATT0003888,2026-01-05,SCH0467,3,209,168,True,Class Teacher,False,False,False,80.38,False,False,False
ATT0016197,2026-03-16,SCH0500,4,258,177,False,Headmaster,False,False,False,68.6,False,False,False
ATT0002146,2025-01-04,SCH0003,9,136,116,True,,True,False,False,85.29,False,False,False
ATT0000291,2025-04-24,SCH0338,9,190,161,,HM,False,False,False,84.74,False,False,False
ATT0006142,2025-10-06,SCH0525,3,219,154,,Class Teacher,False,False,False,70.32,False,False,False
ATT0018348,2025-09-27,SCH0537,1,83,57,False,Headmaster,False,False,False,68.67,False,False,False
ATT0007345,2025-11-19,SCH0197,9,231,192,False,Clerk,False,False,False,83.12,False,False,False
ATT0005454,2026-01-31,SCH0586,2,226,174,,,False,False,False,76.99,False,False,False
ATT0015763,2026-03-01,SCH0358,9,203,153,,Admin,False,False,False,75.37,True,False,False
ATT0014682,2025-06-10,SCH0558,4,214,137,,,False,False,False,64.02,False,False,False
ATT0015957,2025-05-04,SCH0559,9,100,62,True,Clerk,False,False,False,62.0,True,False,False
ATT0004601,2025-10-13,SCH0467,1,138,95,True,HM,False,False,False,68.84,False,False,False
ATT0016723,2025-04-03,SCH0373,1,48,34,True,Class Teacher,False,False,False,70.83,False,False,False
ATT0019038,2025-06-25,SCH0246,7,282,240,,Admin,False,False,False,85.11,False,False,False
ATT0006926,2026-01-06,SCH0464,1,261,212,,,False,False,False,81.23,False,False,False
ATT0017841,2025-08-30,SCH0021,10,89,59,True,Clerk,False,False,False,66.29,False,False,False
ATT0016529,2025-08-20,SCH0410,1,156,96,True,HM,False,False,False,61.54,False,False,False
ATT0011545,2025-04-09,SCH0050,3,135,107,,,False,False,False,79.26,False,False,False
ATT0004464,2025-07-06,SCH0551,9,211,211,,,False,False,False,100.0,True,True,True
ATT0011200,2025-06-28,SCH0295,4,127,94,True,Clerk,False,False,False,74.02,False,False,False
ATT0006406,2026-02-07,SCH0251,5,110,76,True,HM,False,False,False,69.09,False,False,False
ATT0014002,2025-08-16,SCH0069,2,52,44,True,Admin,False,False,False,84.62,False,False,False
ATT0010561,2025-07-04,SCH0309,3,274,214,False,Headmaster,False,False,False,78.1,False,False,False
ATT0017411,2025-04-12,SCH0236,4,212,146,True,Admin,False,False,False,68.87,False,False,False
ATT0005044,2026-01-04,SCH0092,10,248,235,,HM,False,False,False,94.76,True,False,False
ATT0006914,2025-06-25,SCH0308,1,283,181,True,HM,False,False,False,63.96,False,False,False
ATT0010118,2025-10-09,SCH0518,2,76,54,True,Class Teacher,False,False,False,71.05,False,False,False
ATT0013406,2025-04-23,SCH0295,1,175,117,True,HM,False,False,False,66.86,False,False,False
ATT0002715,2025-11-01,SCH0170,4,96,91,True,HM,False,False,False,94.79,False,False,False
ATT0007756,2026-03-10,SCH0384,9,262,241,True,,False,False,False,91.98,False,False,False
ATT0011582,2025-07-15,SCH0465,2,64,59,True,HM,False,False,False,92.19,False,False,False
ATT0017873,2025-10-13,SCH0310,2,156,93,True,,False,False,False,59.62,False,False,False
ATT0019426,2025-05-12,SCH0578,10,184,136,True,Class Teacher,False,False,False,73.91,False,False,False
ATT0009350,2025-09-12,SCH0117,1,266,182,,Headmaster,False,False,False,68.42,False,False,False
ATT0019161,2025-05-29,SCH0177,1,119,95,True,Headmaster,False,False,False,79.83,False,False,False
ATT0015139,2025-09-11,SCH0037,2,260,161,True,Clerk,False,False,False,61.92,False,False,False
ATT0005002,2025-12-02,SCH0509,3,121,113,True,HM,False,False,False,93.39,False,False,False
ATT0006889,2025-10-10,SCH0336,1,259,160,,Class Teacher,False,False,False,61.78,False,False,False
ATT0017025,2025-06-06,SCH0321,5,216,188,True,Class Teacher,False,False,False,87.04,False,False,False
ATT0005208,2025-08-16,SCH0235,3,54,47,True,Headmaster,False,False,False,87.04,False,False,False
ATT0014641,2025-05-12,SCH0268,3,107,64,False,HM,False,False,False,59.81,False,False,False
ATT0006247,2025-08-25,SCH0110,5,180,121,True,Admin,False,False,False,67.22,False,False,False
ATT0004025,2025-09-16,SCH0077,1,99,72,,,False,False,False,72.73,False,False,False
ATT0006686,2025-09-15,SCH0067,3,205,162,True,Headmaster,False,False,False,79.02,False,False,False
ATT0015875,2025-10-29,SCH0267,6,96,65,,Clerk,False,False,False,67.71,False,False,False
ATT0015750,2025-12-18,SCH0086,5,65,49,True,Clerk,False,False,False,75.38,False,False,False
,2025-12-03,SCH0483,8,222,138,True,Headmaster,False,False,False,62.16,False,False,False
ATT0016427,2025-06-24,SCH0558,7,163,169,False,Admin,False,False,True,103.68,False,False,False
ATT0008887,2026-01-12,SCH0127,7,174,149,,Headmaster,False,False,False,85.63,False,False,False
ATT0013727,2025-04-20,SCH0486,6,254,182,True,Headmaster,False,False,False,71.65,True,False,False
ATT0014255,2025-09-05,SCH0381,7,49,45,False,Headmaster,False,False,False,91.84,False,False,False
ATT0018493,2025-10-02,SCH0155,8,253,228,True,HM,False,False,False,90.12,False,False,False
ATT0018903,2025-09-14,SCH0187,9,289,289,True,Admin,False,False,False,100.0,True,True,True
ATT0016984,2025-07-13,SCH0027,4,161,161,True,,False,False,False,100.0,True,True,True
ATT0006271,2026-01-23,SCH0082,1,177,127,,Admin,False,False,False,71.75,False,False,False
ATT0003166,2025-04-15,SCH0459,8,217,217,,HM,False,False,False,100.0,False,False,True
ATT0008442,2025-07-07,SCH0126,1,98,65,True,Headmaster,False,False,False,66.33,False,False,False
ATT0011675,2025-11-04,SCH0228,2,293,193,,Admin,False,False,False,65.87,False,False,False
ATT0009619,2025-08-18,SCH0298,4,86,60,True,Class Teacher,False,False,False,69.77,False,False,False
ATT0001769,2025-11-23,SCH0271,1,250,250,True,,False,False,False,100.0,True,True,True
ATT0003208,2026-01-10,SCH0388,1,76,67,True,Class Teacher,False,False,False,88.16,False,False,False
ATT0019518,2026-02-12,SCH0556,4,298,252,True,Class Teacher,False,False,False,84.56,False,False,False
ATT0011688,2026-07-03,SCH0425,5,114,72,True,,True,False,False,63.16,False,False,False
ATT0011821,2026-01-01,SCH0243,3,67,45,True,Class Teacher,False,False,False,67.16,False,False,False
ATT0014908,2025-07-13,SCH0276,10,55,53,,Class Teacher,False,False,False,96.36,True,False,False
ATT0002327,2025-08-18,SCH0390,8,184,161,True,HM,False,False,False,87.5,False,False,False
ATT0010511,2025-10-03,SCH0054,10,300,224,False,Headmaster,False,False,False,74.67,False,False,False
ATT0013745,2025-07-04,SCH0226,6,178,169,True,HM,False,False,False,94.94,False,False,False
ATT0015488,2025-05-03,SCH0132,2,289,248,,,False,False,False,85.81,False,False,False
ATT0013050,2026-03-06,SCH0539,1,188,161,True,Headmaster,False,False,False,85.64,False,False,False
ATT0019900,2026-01-30,SCH0432,4,135,92,,,False,False,False,68.15,False,False,False
ATT0012579,2026-03-23,SCH0283,6,137,114,True,Clerk,False,False,False,83.21,False,False,False
ATT0016862,2025-12-01,SCH0504,9,272,193,True,HM,False,False,False,70.96,False,False,False
ATT0002517,2025-02-12,SCH0144,3,141,91,True,HM,True,False,False,64.54,False,False,False
ATT0000641,2025-09-06,SCH0062,6,141,141,True,HM,False,False,False,100.0,False,False,True
ATT0008638,2025-06-25,SCH0528,2,197,172,True,Class Teacher,False,False,False,87.31,False,False,False
ATT0012629,2026-01-07,SCH0351,3,279,264,True,Clerk,False,False,False,94.62,False,False,False
ATT0000829,2025-09-04,SCH0571,7,168,145,True,Admin,False,False,False,86.31,False,False,False
ATT0008704,2025-06-07,SCH0260,6,151,142,,,False,False,False,94.04,False,False,False
ATT0005199,2026-03-27,SCH0019,3,259,247,True,Headmaster,False,False,False,95.37,False,False,False
ATT0005747,2025-10-01,SCH0168,1,211,140,False,Headmaster,False,False,False,66.35,False,False,False
